Transcription	stressInfoA	stressInfoB	Orthography	Frequency	PoSs
aɪ.ɑ.n.ɪ.k	_'_	S3	ionic	8	(AJ N)
aɪ.oʊ.t.ə	_'_	S3	iota	1	(N)
ɪ.ɹ.æ.s.ə.b.ɪ.l.ɪ.t.i	_`_'__	S6	irascibility	0	(N)
ɪ.ɹ.æ.s.ə.b.l̩	_'__	S4	irascible	0	(AJ)
aɪ.ɹ.eɪ.t	_'	S2	irate	1	(AJ)
aɪ.ɹ	'	S1	ire	1	(N)
aɪ.ɹ.ɛ.n.ɪ.k	_'_	S3	irenic	0	(AJ)
aɪ.ɹ.ə.d.i.z	'_`	S3	irides	0	(N)
ɪ.ɹ.ə.d.ɛ.s.ṇ.s	`_'_	S4	iridescence	0	(N)
ɪ.ɹ.ɪ.d.i.ə.m	_'__	S4	iridium	1	(N)
aɪ.ɹ.ɪ.s	'_	S2	iris	0	(N)
ɚ.k	'	S1	irk	0	(VT)
aɪ.ɹ.n	'	S1	iron	53	(N AJ VT VI)
aɪ.ɹ.ɑ.n.ɪ.k	_'_	S3	ironic	13	(AJ)
aɪ.ɹ.n.w.æ.ɹ	'`	S2	ironware	0	(N)
aɪ.ɹ.ə.n.i	'__	S3	irony	12	(N)
ɪ.ɹ.eɪ.d.i.eɪ.t	_'_`	S4	irradiate	0	(VT VI)
ɪ.ɹ.æ.ʃ.ṇ.l̩	`'__	S4	irrational	8	(AJ N)
ɪ.ɹ.ɪ.k.l.eɪ.m.ə.b.l̩	`_'__	S5	irreclaimable	0	(AJ)
ɪ.ɹ.ɛ.k.ɪ.n.s.aɪ.l.ɪ.b.ɪ.l.ɪ.t.i	``_`_'__	S8	irreconcilability	0	(N)
ɪ.ɹ.ɛ.k.ɪ.n.s.aɪ.l.ɪ.b.l̩	``_'__	S6	irreconcilable	3	(AJ N)
ɪ.ɹ.ɪ.k.ʌ.v.ɚ.ə.b.l̩	`_'___	S6	irrecoverable	0	(AJ)
ɪ.ɹ.ɪ.d.i.m.ə.b.l̩	`_'__	S5	irredeemable	2	(AJ)
ɪ.ɹ.ɪ.d.ɛ.n.t.ɪ.z.ṃ	`_'`_	S5	irredentism	1	(N)
ɪ.ɹ.ɪ.d.u.s.ə.b.l̩	`_'__	S5	irreducible	1	(AJ)
ɪ.ɹ.ɛ.f.ɹ.ə.g.ə.b.l̩	`'___	S5	irrefragable	0	(AJ)
ɪ.ɹ.ɪ.f.j.u.t.ə.b.l̩	`_'__	S5	irrefutable	0	(AJ)
ɪ.ɹ.ɛ.g.j.ʊ.l.ɚ	`'__	S4	irregular	9	(AJ N)
ɪ.ɹ.ɛ.g.j.ʊ.l.æ.ɹ.ə.t.i	``_'__	S6	irregularity	4	(N)
ɪ.ɹ.ɛ.g.j.ʊ.l.ɚ.l.i	`'___	S5	irregularly	5	(AV)
ɪ.ɹ.ɛ.l.ə.v.ə.n.t	`'__	S4	irrelevant	14	(AJ)
ɪ.ɹ.ɪ.l.ɪ.dʒ.ɪ.s	`_'_	S4	irreligious	0	(AJ)
ɪ.ɹ.ɪ.m.i.d.i.ə.b.l̩	`_'___	S6	irremediable	2	(AJ)
ɪ.ɹ.ɪ.m.u.v.ə.b.l̩	`_'__	S5	irremovable	0	(AJ)
ɪ.ɹ.ɛ.p.ɚ.ə.b.l̩	`'___	S5	irreparable	2	(AJ)
ɪ.ɹ.ɪ.p.l.eɪ.s.ə.b.l̩	`_'__	S5	irreplaceable	0	(AJ)
ɪ.ɹ.ɪ.p.ɹ.ɛ.s.ə.b.l̩	`_'__	S5	irrepressible	0	(AJ)
ɪ.ɹ.ɪ.p.ɹ.oʊ.tʃ.ə.b.l̩	`_'__	S5	irreproachable	0	(AJ)
ɪ.ɹ.ɪ.z.ɪ.s.t.ə.b.l̩	`_'__	S5	irresistible	8	(AJ)
ɪ.ɹ.ɛ.z.ə.l.u.t	`'_`	S4	irresolute	2	(AJ)
ɪ.ɹ.ɛ.z.ə.l.u.ʃ.ɪ.n	``_'_	S5	irresolution	1	(N)
ɪ.ɹ.ɪ.s.p.ɑ.n.s.ə.b.l̩	`_'__	S5	irresponsible	9	(AJ)
ɪ.ɹ.ɪ.t.ɹ.i.v.ə.b.l̩	`_'__	S5	irretrievable	0	(AJ)
ɪ.ɹ.ɛ.v.ɚ.ə.n.s	`'__	S4	irreverence	2	(N)
ɪ.ɹ.ɪ.v.ɚ.s.ə.b.l̩	`_'__	S5	irreversible	2	(AJ)
ɪ.ɹ.ɛ.v.ə.k.ə.b.l̩	`'___	S5	irrevocable	2	(AJ)
ɪ.ɹ.ə.g.eɪ.t	'_`	S3	irrigate	1	(VT VI)
ɪ.ɹ.ə.g.eɪ.ʃ.ɪ.n	`_'_	S4	irrigation	3	(N)
ɪ.ɹ.ə.t.ə.b.ɪ.l.ɪ.t.i	`__'__	S6	irritability	1	(N)
ɪ.ɹ.ə.t.ə.b.l̩	'___	S4	irritable	5	(AJ)
ɪ.ɹ.ə.t.ə.b.l.i	'___	S4	irritably	3	(AV)
ɪ.ɹ.ə.t.ɪ.n.t	'__	S3	irritant	1	(AJ N)
ɪ.ɹ.ə.t.eɪ.t	'_`	S3	irritate	0	(VT VI)
ɪ.ɹ.ə.t.eɪ.ʃ.ɪ.n	`_'_	S4	irritation	7	(N)
ɪ.ɹ.ʌ.p.t	`'	S2	irrupt	0	(VI)
ɪ.z	_	S1	is	10107	(null)
aɪ.z.ṇ.g.l.æ.s	'_`	S3	isinglass	0	(N)
aɪ.l.ɪ.n.d	'_	S2	island	167	(N VT)
aɪ.l	'	S1	isle	5	(N VT)
aɪ.l.ɪ.t	'_	S2	islet	0	(N)
ɪ.z.ṃ	'_	S2	ism	2	(N)
aɪ.s.oʊ.b.ɑ.ɹ	'_`	S3	isobar	0	(N)
aɪ.s.ə.l.eɪ.t	'_`	S3	isolate	8	(VT VI)
aɪ.s.ə.l.eɪ.ʃ.ɪ.n	`_'_	S4	isolation	16	(N)
aɪ.s.ə.l.eɪ.ʃ.ɪ.n.ɪ.z.ṃ	`_'_`_	S6	isolationism	1	(N)
aɪ.s.ə.m.ɚ	'__	S3	isomer	0	(N)
aɪ.s.ə.m.ɛ.ɹ.ɪ.k	`_'_	S4	isomeric	0	(AJ)
aɪ.s.ɑ.s.ə.l.i.z	_'_`	S4	isosceles	0	(AJ)
aɪ.s.ə.t.oʊ.p	'_`	S3	isotope	0	(N)
aɪ.s.oʊ.t.ɑ.p.ɪ.k	`_'_	S4	isotopic	2	(AJ)
ɪ.ʃ.u.ə.n.s	'__	S3	issuance	7	(N)
ɪ.ʃ.u	'`	S2	issue	153	(N VI VT)
ɪ.s.m.i.ə.n	'__	S3	isthmian	0	(N AJ)
ɪ.s.m.ə.s	'_	S2	isthmus	0	(N)
ɪ.t	'	S1	it	8772	(PN N)
ə.t.æ.l.ɪ.k	_'_	S3	italic	0	(AJ N)
ɪ.tʃ	'	S1	itch	5	(VI VT N)
aɪ.t.ṃ	'_	S2	item	56	(AV N VT)
aɪ.t.ə.m.aɪ.z	'_`	S3	itemize	0	(VT)
ɪ.t.ɚ.eɪ.t	'_`	S3	iterate	0	(VT)
ɪ.t.ɚ.eɪ.ʃ.ɪ.n	`_'_	S4	iteration	0	(N)
aɪ.t.ɪ.n.ə.ɹ.ə.n.t	_'__	S4	itinerant	1	(AJ)
aɪ.t.ɪ.n.ɚ.ɛ.ɹ.i	_'_`_	S5	itinerary	3	(N)
ɪ.t.s	'	S1	its	1858	(AJ)
ɪ.t.s.ɛ.l.f	_'	S2	itself	305	(PN)
aɪ.v.ɹ.i	'_	S2	ivory	18	(N)
aɪ.v.i	'_	S2	ivy	10	(N AJ)
dʒ.eɪ	'	S1	j	2	(N)
dʒ.æ.b	'	S1	jab	1	(VT VI N)
dʒ.æ.b.ɚ	'_	S2	jabber	0	(VI VT N)
ʒ.æ.b.oʊ	_'	S2	jabot	0	(N)
dʒ.eɪ.s.ṇ.θ	'_	S2	jacinth	0	(N)
dʒ.æ.k	'	S1	jack	90	(N VI VT)
dʒ.æ.k.l̩	'_	S2	jackal	0	(N)
dʒ.æ.k.n.aɪ.f	'`	S2	jackknife	0	(VT VI)
dʒ.æ.k.l.ɛ.g	'`	S2	jackleg	0	(AJ)
dʒ.æ.k.ɑ.ɹ.d	'`	S2	jacquard	0	(N)
dʒ.eɪ.d	'	S1	jade	2	(VT VI N)
dʒ.æ.g	'	S1	jag	1	(VT VI N)
dʒ.æ.g.ɪ.d	'_	S2	jagged	5	(AJ)
dʒ.æ.g.w.ɑ.ɹ	'`	S2	jaguar	5	(N)
dʒ.eɪ.l	'	S1	jail	21	(N VT)
dʒ.eɪ.l.ɚ	'_	S2	jailor	0	(N)
dʒ.æ.l.ə.p	'_	S2	jalap	0	(N)
dʒ.ə.l.ɑ.p.i	_'_	S3	jalopy	1	(N)
dʒ.æ.l.ə.s.i	'__	S3	jalousie	0	(N)
dʒ.æ.m	'	S1	jam	7	(VT VI N)
dʒ.æ.m	'	S1	jamb	0	(N)
dʒ.æ.m.b.ɚ.i	`_'	S3	jamboree	0	(N)
dʒ.æ.ŋ.g.l̩	'_	S2	jangle	0	(VI VT N)
dʒ.æ.n.ɪ.t.ɚ	'__	S3	janitor	4	(N)
dʒ.eɪ.p	'	S1	jape	0	(VI VT N)
dʒ.ɑ.ɹ	'	S1	jar	16	(VI VT N)
dʒ.ɑ.ɹ.d.ṇ.ɪ.ɹ	`_'	S3	jardiniere	0	(N)
dʒ.ɑ.ɹ.g.ɪ.n	'_	S2	jargon	4	(N VI)
dʒ.æ.z.m.ə.n	'_	S2	jasmine	0	(N)
dʒ.æ.s.p.ɚ	'_	S2	jasper	0	(N)
dʒ.ɔ.n.d.ɪ.s	'_	S2	jaundice	0	(N VT)
dʒ.ɔ.n.t	'	S1	jaunt	0	(VI N)
dʒ.ɔ.n.t.i	'_	S2	jaunty	2	(AJ)
dʒ.æ.v.l̩.ə.n	'__	S3	javelin	0	(N)
dʒ.ɔ	'	S1	jaw	16	(N VT)
dʒ.eɪ	'	S1	jay	15	(N)
dʒ.eɪ.w.ɔ.k	'`	S2	jaywalk	0	(VI)
dʒ.æ.z	'	S1	jazz	104	(VT VI N)
dʒ.ɛ.l.ə.s	'_	S2	jealous	4	(AJ)
dʒ.i.n.z	'	S1	jeans	1	(N)
dʒ.ɪ.ɹ	'	S1	jeer	0	(VI VT N)
dʒ.i.h.u	'`	S2	jehu	0	(N)
dʒ.ɪ.dʒ.u.n	_'	S2	jejune	0	(AJ)
dʒ.ɛ.l	'	S1	jell	0	(VI VT)
dʒ.ɛ.l.i	'_	S2	jelly	3	(N VI VT)
dʒ.ɛ.n.ɪ.t	'_	S2	jennet	0	(N)
dʒ.ɛ.p.ɚ.d.i	'__	S3	jeopardy	4	(N)
dʒ.ɛ.ɹ.ə.m.aɪ.ə.d	`_'_	S4	jeremiad	0	(N)
dʒ.ɚ.k	'	S1	jerk	2	(VI N VT)
dʒ.ɚ.k.ə.n	'_	S2	jerkin	0	(N)
dʒ.ɚ.k.w.ɔ.t.ɚ	'`_	S3	jerkwater	0	(AJ)
dʒ.ɚ.z.i	'_	S2	jersey	25	(N)
dʒ.ɛ.s	'	S1	jess	0	(N)
dʒ.ɛ.s.ə.m.ə.n	'__	S3	jessamine	0	(null)
dʒ.ɛ.s.t	'	S1	jest	1	(N VI VT)
dʒ.ɛ.t	'	S1	jet	32	(VI VT N)
dʒ.ɛ.t.s.ə.m	'_	S2	jetsam	0	(N)
dʒ.ɛ.t.ɪ.s.ɪ.n	'__	S3	jettison	0	(N VT)
dʒ.ɛ.t.i	'_	S2	jetty	0	(N VI AJ)
dʒ.u.l̩	'_	S2	jewel	2	(N VT)
dʒ.ɪ.b	'	S1	jib	0	(VT N VI)
dʒ.aɪ.b	'	S1	jibe	0	(VT VI)
dʒ.ɪ.f.i	'_	S2	jiffy	2	(N)
dʒ.ɪ.g	'	S1	jig	8	(N VT VI)
dʒ.ɪ.g.ɚ	'_	S2	jigger	1	(N)
dʒ.ɪ.g.l̩	'_	S2	jiggle	0	(VI VT N)
dʒ.ɪ.g.s.ɔ	'`	S2	jigsaw	0	(N VT)
dʒ.ɪ.l.t	'	S1	jilt	0	(N VT)
dʒ.ɪ.m.i	'_	S2	jimmy	11	(N VT)
dʒ.ɪ.m.s.ɪ.n.w.i.d	'_`	S3	jimsonweed	0	(N)
dʒ.ɪ.ŋ.g.l̩	'_	S2	jingle	0	(VI VT N)
dʒ.ɪ.ŋ.g.oʊ.ɪ.z.ṃ	'``_	S4	jingoism	0	(N)
dʒ.ɪ.ŋ.g.oʊ.ɪ.s.t.ɪ.k	``'_	S4	jingoistic	0	(AJ)
dʒ.ɪ.n.ɹ.ɪ.k.ʃ.ɔ	_'`	S3	jinrikisha	0	(N)
dʒ.ɪ.ŋ.k.s	'	S1	jinx	1	(N VT)
dʒ.ɪ.t.n.i	'_	S2	jitney	0	(N)
dʒ.ɪ.t.ɚ.b.ʌ.g	'_`	S3	jitterbug	1	(N)
dʒ.ɪ.t.ɚ.z	'_	S2	jitters	2	(N)
dʒ.ɑ.b	'	S1	job	243	(VI VT AJ N)
dʒ.ɑ.b.ɚ	'_	S2	jobber	0	(N)
dʒ.ɑ.b.h.oʊ.l.d.ɚ	'`_	S3	jobholder	0	(N)
dʒ.ɑ.b.l.ə.s	'_	S2	jobless	2	(AJ)
dʒ.ɑ.k.i	'_	S2	jockey	5	(N VT VI)
dʒ.oʊ.k.oʊ.s	_'	S2	jocose	1	(AJ)
dʒ.ɑ.k.j.ʊ.l.ɚ	'__	S3	jocular	4	(AJ)
dʒ.ɑ.k.j.ʊ.l.æ.ɹ.ə.t.i	`_'__	S5	jocularity	0	(N)
dʒ.ɑ.k.ə.n.d	'_	S2	jocund	1	(AJ)
dʒ.ɑ.d.p.ɚ	'_	S2	jodhpur	0	(N)
dʒ.ɑ.g	'	S1	jog	0	(VT N VI)
dʒ.ɑ.g.l̩	'_	S2	joggle	0	(VI N VT)
dʒ.ɑ.n.i	'_	S2	johnny	30	(N)
dʒ.ɔɪ.n	'	S1	join	65	(VT VI N)
dʒ.ɔɪ.n.t	'	S1	joint	39	(N AJ VT VI)
dʒ.ɔɪ.s.t	'	S1	joist	0	(N)
dʒ.oʊ.k	'	S1	joke	22	(N VI VT)
dʒ.ɑ.l.ɪ.f.ə.k.eɪ.ʃ.ɪ.n	`__'_	S5	jollification	0	(N)
dʒ.ɑ.l.ə.t.i	'__	S3	jollity	0	(N)
dʒ.ɑ.l.i	'_	S2	jolly	4	(AJ AV VI)
dʒ.oʊ.l.t	'	S1	jolt	4	(VT VI N)
dʒ.ɑ.n.k.w.l̩	'_	S2	jonquil	0	(N)
dʒ.ɑ.ʃ	'	S1	josh	0	(VT VI N)
dʒ.ɑ.s	'	S1	joss	1	(N)
dʒ.ɑ.s.l̩	'_	S2	jostle	1	(VI VT N)
dʒ.ɑ.t	'	S1	jot	1	(N VT)
dʒ.aʊ.n.s	'	S1	jounce	0	(VI VT N)
dʒ.ɚ.n.l̩	'_	S2	journal	42	(N)
dʒ.ɚ.n.ə.l.i.z	`_'	S3	journalese	2	(N)
dʒ.ɚ.n.ə.l.ɪ.z.ṃ	'_`_	S4	journalism	13	(N)
dʒ.ɚ.n.ə.l.ɪ.s.t.ɪ.k	`_'_	S4	journalistic	0	(AJ)
dʒ.ɚ.n.i	'_	S2	journey	28	(N VI)
dʒ.aʊ.s.t	'	S1	joust	1	(VI N)
dʒ.oʊ.v.i.l̩	'__	S3	jovial	1	(AJ)
dʒ.oʊ.v.i.æ.l.ɪ.t.i	`_'__	S5	joviality	1	(N)
dʒ.oʊ.v.i.l̩.i	'___	S4	jovially	0	(AV)
dʒ.aʊ.l	'	S1	jowl	2	(N)
dʒ.ɔɪ	'	S1	joy	40	(N VI VT)
dʒ.ɔɪ.ə.s	'_	S2	joyous	5	(AJ)
dʒ.u.b.l̩.ə.n.t	'__	S3	jubilant	2	(AJ)
dʒ.u.b.ə.l.eɪ.ʃ.ɪ.n	`_'_	S4	jubilation	1	(N)
dʒ.u.b.ə.l.i	'_`	S3	jubilee	0	(N)
dʒ.ʌ.dʒ	'	S1	judge	79	(VT VI N)
dʒ.ʌ.dʒ.m.ə.n.t	'_	S2	judgement	2	(N)
dʒ.u.d.ɪ.k.ə.tʃ.ʊ.ɹ	'__`	S4	judicature	0	(N)
dʒ.u.d.ɪ.ʃ.l̩	_'_	S3	judicial	16	(AJ)
dʒ.u.d.ɪ.ʃ.i.ɛ.ɹ.i	_'_`_	S5	judiciary	3	(AJ N)
dʒ.u.d.ɪ.ʃ.ɪ.s	_'_	S3	judicious	1	(AJ)
dʒ.u.d.oʊ	'`	S2	judo	0	(N)
dʒ.ʌ.g	'	S1	jug	6	(N VT)
dʒ.ʌ.g.ɚ.n.ɔ.t	'_`	S3	juggernaut	0	(N)
dʒ.ʌ.g.l̩	'_	S2	juggle	0	(VI VT N)
dʒ.ʌ.g.l̩.ɚ	'__	S3	juggler	0	(N)
dʒ.ʌ.g.j.ʊ.l.ɚ	'__	S3	jugular	0	(AJ)
dʒ.u.s	'	S1	juice	12	(N VT)
dʒ.u.s.i	'_	S2	juicy	6	(AJ)
dʒ.u.dʒ.u.b	'`	S2	jujube	0	(N)
dʒ.u.dʒ.ɪ.t.s.u	_'`	S3	jujutsu	0	(N)
dʒ.u.k.b.ɑ.k.s	'`	S2	jukebox	0	(N)
dʒ.u.l.ə.p	'_	S2	julep	2	(N)
dʒ.ʌ.m.b.l̩	'_	S2	jumble	4	(VI VT N)
dʒ.ʌ.m.b.oʊ	'`	S2	jumbo	1	(N)
dʒ.ʌ.m.p	'	S1	jump	24	(VI VT AV N)
dʒ.ʌ.ŋ.k.oʊ	'`	S2	junco	0	(N)
dʒ.ʌ.ŋ.k.ʃ.ɪ.n	'_	S2	junction	7	(N)
dʒ.ʌ.ŋ.k.tʃ.ɚ	'_	S2	juncture	4	(N)
dʒ.ʌ.ŋ.g.l̩	'_	S2	jungle	20	(N)
dʒ.u.n.j.ɚ	'_	S2	junior	78	(N AJ)
dʒ.u.n.ə.p.ɚ	'__	S3	juniper	0	(N)
dʒ.ʌ.ŋ.k	'	S1	junk	8	(VT N)
dʒ.ʌ.ŋ.k.ɪ.t	'_	S2	junket	0	(N VI)
h.ʊ.n.t.ə	'_	S2	junta	3	(N)
dʒ.ʊ.ɹ.ɪ.d.ɪ.k.l̩	_'__	S4	juridical	1	(AJ)
dʒ.ʊ.ɹ.ɪ.s.d.ɪ.k.ʃ.ɪ.n	`_'_	S4	jurisdiction	29	(N)
dʒ.ʊ.ɹ.ɪ.s.t	'_	S2	jurist	3	(N)
dʒ.ʊ.ɹ.ɚ	'_	S2	juror	4	(N)
dʒ.ʊ.ɹ.i	'_	S2	jury	68	(N AJ)
dʒ.ʌ.s.t	'	S1	just	872	(AJ AV)
dʒ.ʌ.s.t.ɪ.s	'_	S2	justice	115	(N)
dʒ.ʌ.s.t.ɪ.f.ə.k.eɪ.ʃ.ɪ.n	`__'_	S5	justification	16	(N)
dʒ.ʌ.s.t.ɪ.f.aɪ	'_`	S3	justify	26	(VT VI)
dʒ.ʌ.t	'	S1	jut	0	(VI VT N)
dʒ.u.t	'	S1	jute	0	(N)
dʒ.u.v.ə.n.aɪ.l	'_`	S3	juvenile	18	(AJ N)
dʒ.ʌ.k.s.t.ə.p.oʊ.z	'_`	S3	juxtapose	0	(VT)
dʒ.ʌ.k.s.t.ə.p.ə.z.ɪ.ʃ.ɪ.n	`__'_	S5	juxtaposition	3	(N)
k.eɪ	'	S1	k	2	(N)
k.eɪ.b.ɑ.b	'`	S2	kabob	0	(N)
k.ɔ.f.i.k.l.æ.tʃ	'_`	S3	kaffeeklatsch	0	(N)
k.aɪ.z.ɚ	'_	S2	kaiser	0	(N)
k.eɪ.l	'	S1	kale	1	(N)
k.ə.l.aɪ.d.ɪ.s.k.oʊ.p	_'_`	S4	kaleidoscope	1	(N)
k.ə.l.aɪ.d.oʊ.s.k.ɑ.p.ɪ.k	_`_'_	S5	kaleidoscopic	0	(AJ)
k.ɑ.m.ɪ.k.ɑ.z.i	`_'_	S4	kamikaze	1	(N)
k.æ.ŋ.g.ɚ.u	`_'	S3	kangaroo	0	(N)
k.eɪ.l̩.ə.n	'__	S3	kaolin	0	(N)
k.eɪ.p.ɑ.k	'`	S2	kapok	1	(N)
k.ə.p.ʊ.t	_'	S2	kaput	0	(AJ)
k.æ.ɹ.ə.k.l̩	'__	S3	karakul	0	(N)
k.æ.ɹ.ə.t	'_	S2	karat	0	(N)
k.ɚ.ɑ.t.i	_'_	S3	karate	0	(N)
k.ɑ.ɹ.m.ə	'_	S2	karma	0	(N)
k.eɪ.t.i.d.ɪ.d	'_`	S3	katydid	0	(N)
k.aɪ.æ.k	'`	S2	kayak	0	(N)
k.eɪ.oʊ	_'	S2	kayo	1	(N VT)
k.ə.z.u	_'	S2	kazoo	1	(N)
k.eɪ.b.ɑ.b	'`	S2	kebob	1	(N)
k.ɛ.dʒ	'	S1	kedge	0	(VT N)
k.i.l	'	S1	keel	6	(VB VT VI N)
k.i.n	'	S1	keen	11	(AJ VI VT N)
k.i.p	'	S1	keep	264	(VT VI N)
k.ɛ.g	'	S1	keg	2	(N)
k.ɛ.g.l.ɚ	'_	S2	kegler	0	(N)
k.ɛ.l.p	'	S1	kelp	2	(N)
k.ɛ.n	'	S1	ken	12	(VT VI N)
k.ɛ.n.l̩	'_	S2	kennel	3	(VI VT N)
k.eɪ.p.i	'_	S2	kepi	0	(N)
k.ɛ.p.t	'	S1	kept	190	(VT)
k.ɚ.tʃ.ə.f	'_	S2	kerchief	1	(N)
k.ɚ.n.l̩	'_	S2	kernel	3	(N)
k.ɛ.ɹ.ɪ.s.i.n	'_`	S3	kerosine	0	(N)
k.ɛ.tʃ	'	S1	ketch	0	(N)
k.ɛ.t.l̩	'_	S2	kettle	3	(N)
k.i	'	S1	key	92	(VT VI AJ N)
k.æ.k.i	'_	S2	khaki	2	(N)
k.ɑ.n	'	S1	khan	1	(N)
k.ə.d.i.v	_'	S2	khedive	0	(N)
k.ɪ.b.ʊ.t.s	_'	S2	kibbutz	0	(N)
k.ɪ.b.ə.t.s.ɚ	'__	S3	kibitzer	0	(N)
k.aɪ.b.æ.ʃ	'`	S2	kibosh	0	(N)
k.ɪ.k	'	S1	kick	18	(VI VT N)
k.ɪ.k.b.æ.k	'`	S2	kickback	0	(N)
k.ɪ.d	'	S1	kid	61	(N VT VI)
k.ɪ.d.n.i	'_	S2	kidney	6	(N)
k.ɪ.d.s.k.ɪ.n	'`	S2	kidskin	0	(N)
k.ɪ.l	'	S1	kill	64	(VT VI N)
k.ɪ.l.ɪ.ŋ	'_	S2	killing	23	(N AJ)
k.ɪ.l.n	'	S1	kiln	0	(N VT)
k.i.l.oʊ	'`	S2	kilo	0	(N)
k.ɪ.l.ə.s.aɪ.k.l̩	'_`_	S4	kilocycle	0	(N)
k.ɪ.l.ɑ.m.ə.t.ɚ	_'__	S4	kilometer	8	(null)
k.ɪ.l.ə.w.ɑ.t	'_`	S3	kilowatt	6	(N)
k.ɪ.l.t	'	S1	kilt	0	(VT VI N)
k.ɪ.l.t.ɚ	'_	S2	kilter	0	(N)
k.ə.m.oʊ.n.oʊ	_'_	S3	kimono	1	(N)
k.ɪ.n	'	S1	kin	2	(N AJ)
k.aɪ.n.d	'	S1	kind	313	(N AJ)
k.ɪ.n.d.ɚ.g.ɑ.ɹ.t.ṇ	'_`_	S4	kindergarten	3	(N)
k.aɪ.n.d.h.ɑ.ɹ.t.ɪ.d	'`_	S3	kindhearted	0	(AJ)
k.ɪ.n.d.l̩	'_	S2	kindle	0	(VT VI)
k.ɪ.n.d.l.ɪ.ŋ	'_	S2	kindling	0	(N)
k.aɪ.n.d.l.i	'_	S2	kindly	8	(AJ AV)
k.ɪ.n.d.ɹ.ɪ.d	'_	S2	kindred	3	(N AJ)
k.aɪ.n	'	S1	kine	0	(null)
k.ə.n.ɛ.t.ɪ.k	_'_	S3	kinetic	8	(AJ)
k.ɪ.n.f.oʊ.k	'`	S2	kinfolk	0	(N)
k.ɪ.ŋ	'	S1	king	88	(N)
k.ɪ.ŋ.k	'	S1	kink	0	(N VI)
k.ɪ.n.z.f.oʊ.k	'`	S2	kinsfolk	0	(N)
k.ɪ.n.ʃ.ɪ.p	'`	S2	kinship	4	(N)
k.ɪ.n.z.m.ə.n	'_	S2	kinsman	0	(N)
k.i.ɑ.s.k	'`	S2	kiosk	1	(N)
k.ɪ.p	'	S1	kip	0	(N)
k.ɪ.p.ɚ	'_	S2	kipper	0	(N VT)
k.ɪ.ɹ.k	'	S1	kirk	0	(N)
k.ɚ.t.l̩	'_	S2	kirtle	0	(N)
k.ɪ.z.m.ɛ.t	'`	S2	kismet	0	(N)
k.ɪ.s	'	S1	kiss	17	(VT VI AJ N)
k.ɪ.t	'	S1	kit	3	(N)
k.ɪ.tʃ.ɪ.n	'_	S2	kitchen	90	(N)
k.ɪ.tʃ.ə.n.ɛ.t	`_'	S3	kitchenette	3	(N)
k.ɪ.tʃ.ɪ.n.w.æ.ɹ	'_`	S3	kitchenware	0	(N)
k.aɪ.t	'	S1	kite	1	(N VI VT)
k.ɪ.θ	'	S1	kith	0	(N)
k.ɪ.t.ṇ	'_	S2	kitten	5	(N VI)
k.ɪ.t.i	'_	S2	kitty	7	(N)
k.l.ɛ.p.t.ə.m.eɪ.n.i.ə	`_'__	S5	kleptomania	0	(N)
n.æ.k	'	S1	knack	4	(N)
n.æ.p.s.æ.k	'`	S2	knapsack	0	(N)
n.eɪ.v	'	S1	knave	0	(N)
n.eɪ.v.ɚ.i	'__	S3	knavery	0	(N)
n.eɪ.v.ɪ.ʃ	'_	S2	knavish	0	(AJ)
n.i.d	'	S1	knead	1	(VT)
n.i	'	S1	knee	40	(N VT)
n.i.l	'	S1	kneel	5	(VI)
n.i.l.d	'	S1	kneeled	2	(VI)
n.ɛ.l	'	S1	knell	0	(VI VT N)
n.ɛ.l.t	'	S1	knelt	8	(VI)
n.u	'	S1	knew	395	(null)
n.ɪ.k.ɚ.z	'_	S2	knickers	0	(N)
n.ɪ.k.n.æ.k	'`	S2	knicknack	0	(N)
n.aɪ.f	'	S1	knife	80	(N AJ VT VI)
n.aɪ.t	'	S1	knight	19	(N VT)
n.ɪ.t	'	S1	knit	11	(VT VI)
n.aɪ.v.z	'	S1	knives	7	(N)
n.ɑ.b	'	S1	knob	2	(N)
n.ɑ.b.d	'	S1	knobbed	0	(AJ)
n.ɑ.b.i	'_	S2	knobby	1	(AJ)
n.ɑ.k	'	S1	knock	16	(VI VT N)
n.ɑ.k.aʊ.t	'`	S2	knockout	0	(N)
n.oʊ.l	'	S1	knoll	2	(N VB)
n.ɑ.t	'	S1	knot	10	(VT VI N)
n.oʊ	'	S1	know	688	(VT VI N)
n.oʊ.ə.b.l̩	'__	S3	knowable	0	(AJ)
n.ɑ.l.ɪ.dʒ	'_	S2	knowledge	145	(N)
n.oʊ.n	'	S1	known	266	(VT VI)
n.ʌ.k.l̩	'_	S2	knuckle	4	(N VI VT)
k.oʊ.b.ɔ.l.d	'`	S2	kobold	0	(N)
k.oʊ.l.ɹ.æ.b.i	_'_	S3	kohlrabi	0	(N)
k.ə.l.ɪ.n.s.k.i	_'_	S3	kolinsky	0	(N)
k.oʊ.p.ɛ.k	'`	S2	kopeck	0	(null)
k.ɔ.ɹ.ə.n.ɑ	'_`	S3	koruna	0	(null)
k.oʊ.ʃ.ɚ	'_	S2	kosher	1	(AJ VT)
k.aʊ.t.aʊ	_'	S2	kowtow	0	(N VI)
k.ɹ.ɔ.l	'	S1	kraal	0	(N VT)
k.ɹ.aʊ.t	'	S1	kraut	1	(N)
